PassengerId,Survived_pred,Survived_prob
998,0,0.1619911520917049
999,0,0.1302617641791765
1000,0,0.10120188318365389
1001,0,0.39883948256651386
1002,0,0.18843825501907518
1003,1,0.7000572148259631
1004,1,0.9504306893406533
1005,1,0.7669350437842603
1006,1,0.893058155948934
1007,0,0.14480203442774947
1008,0,0.13983149340726814
1009,0,0.49343579444367713
1010,1,0.6014542258065873
1011,1,0.7379372888340944
1012,1,0.8772880194490158
1013,0,0.09453191069706807
1014,1,0.9399813843893022
1015,0,0.1005804208471451
1016,0,0.1302617641791765
1017,1,0.7080782065753427
1018,0,0.12240913067446088
1019,1,0.5494144979564893
1020,0,0.1319203341305037
1021,0,0.11492133511827932
1022,0,0.08845392666023691
1023,0,0.39501105595022074
1024,1,0.5488792315590638
1025,0,0.10178392108509567
1026,0,0.06100661233203769
1027,0,0.11482807485220961
1028,0,0.1469914282861124
1029,0,0.21389216679553427
1030,1,0.6772265374393024
1031,0,0.030192930223949394
1032,0,0.347445904226601
1033,1,0.9326471568912074
1034,0,0.4732189439307928
1035,0,0.2118963170473841
1036,0,0.2628544794136883
1037,0,0.034481198828598826
1038,0,0.2656445502300182
1039,0,0.12253710756133987
1040,0,0.37249468619108017
1041,0,0.13489799722805926
1042,1,0.9773868567777655
1043,0,0.14065517317425016
1044,0,0.03421843390002271
1045,1,0.5162258725112021
1046,0,0.0392646117592804
1047,0,0.11468331392095002
1048,1,0.9763618037329579
1049,1,0.6770260118180855
1050,0,0.39821806439366914
1051,1,0.607406141313898
1052,1,0.7000120647855004
1053,0,0.18498474239290924
1054,1,0.8095054710998467
1055,0,0.10047452779432334
1056,0,0.13614536603541158
1057,1,0.5560928466362087
1058,0,0.46474875121557835
1059,0,0.06638060682051126
1060,1,0.9313710221646566
1061,1,0.6860536226457117
1062,0,0.10070762334377999
1063,0,0.14472380730417175
1064,0,0.08798507047449829
1065,0,0.14027816053719008
1066,0,0.031339450964078364
1067,1,0.8512522454405829
1068,1,0.854971307506773
1069,0,0.33239720447484306
1070,1,0.9697848874827831
1071,1,0.8757888697371137
1072,0,0.19042703444531067
1073,0,0.48505962218533494
1074,1,0.773426219989332
1075,0,0.1302617641791765
1076,1,0.7734293413496799
1077,0,0.14218930451183703
1078,1,0.8253225537924744
1079,0,0.07527574928571783
1080,0,0.09431432122387796
1081,0,0.14048381512780572
1082,0,0.13092274581237695
1083,0,0.3718926645326403
1084,0,0.11627860160930635
1085,0,0.09203793398798385
1086,0,0.31491411626832694
1087,0,0.08549058662189528
1088,1,0.826209442489258
1089,1,0.7154060146004436
1090,0,0.23074290091029773
1091,1,0.6362970632172619
1092,1,0.7075961678892848
1093,0,0.20225810155694074
1094,1,0.6217018892788936
1095,1,0.8440450076581777
1096,0,0.21807342102877011
1097,0,0.4632146121173654
1098,1,0.6439628247226429
1099,0,0.22434459920850908
1100,1,0.9545320022019063
1101,0,0.1111987041191728
1102,0,0.09407591034392626
1103,0,0.100495698479143
1104,0,0.33390414630194304
1105,0,0.47670497023860786
1106,0,0.18663804675432907
1107,0,0.41625187177863726
1108,1,0.7001555674774166
1109,0,0.19760988657747175
1110,1,0.9434412477843245
1111,0,0.1009199449739243
1112,1,0.789165443123427
1113,0,0.12650541603363882
1114,1,0.9609709117470469
1115,0,0.12637389156850945
1116,1,0.8450843588225336
1117,1,0.6788325448957461
1118,0,0.11855187775677208
1119,1,0.7000284923738764
1120,0,0.06855703904802654
1121,0,0.15900346532237905
1122,0,0.3495119375438915
1123,1,0.9226834482837265
1124,0,0.0910926864088141
1125,0,0.1303303477411516
1126,1,0.585442385955707
1127,0,0.13047901503446818
1128,0,0.43053058113955417
1129,0,0.17920108360207915
1130,1,0.7796626393872298
1131,1,0.7407905766984805
1132,1,0.8354884903707868
1133,1,0.6479814456562871
1134,0,0.4724017222743295
1135,0,0.10085089689137178
1136,0,0.06309074465059475
1137,0,0.35005769473832354
1138,1,0.8358335929014764
1139,0,0.09408666488358741
1140,1,0.7379372888340944
1141,1,0.6470448964233785
1142,1,0.8633569723722734
1143,0,0.13051664744531333
1144,1,0.6607329564440518
1145,0,0.11553023549853274
1146,0,0.08753828318311632
1147,0,0.10070762334377999
1148,0,0.1302617641791765
1149,0,0.1009199449739243
1150,1,0.845441400104091
1151,0,0.12636313471359154
1152,0,0.05659648635806931
1153,0,0.12640409769408995
1154,1,0.7613055693075371
1155,1,0.7482529357099343
1156,0,0.2552966818720788
1157,0,0.1008544226382915
1158,0,0.3439139597348187
1159,0,0.10070762334377999
1160,1,0.6362293054800556
1161,0,0.14384294600860956
1162,1,0.5118698974760787
1163,0,0.1302617641791765
1164,1,0.9692026779503647
1165,1,0.6278184888395811
1166,0,0.1402757878031493
1167,1,0.7962323428052633
1168,0,0.20002455231569596
1169,0,0.10800834002842541
1170,0,0.14546389788031677
1171,0,0.23726786275930203
1172,1,0.677853398978753
1173,0,0.16243697005974408
1174,1,0.7000284923738764
1175,1,0.7668015876188193
1176,1,0.7484804381865099
1177,0,0.07712803482590222
1178,0,0.1005804208471451
1179,1,0.5355666672410168
1180,0,0.2324207867036437
1181,0,0.1009199449739243
1182,0,0.3868914524730508
1183,1,0.6837108142724206
1184,0,0.14027816053719008
1185,1,0.5161655144506503
1186,0,0.07788161074967986
1187,0,0.1076513721576938
1188,1,0.9074788972702651
1189,0,0.07820217614658814
1190,0,0.3762331275551777
1191,0,0.09758368307151274
1192,0,0.08835011335607693
1193,1,0.524803374750404
1194,0,0.11982022364580808
1195,0,0.11521349679994106
1196,1,0.7000284923738764
1197,1,0.7427496651102717
1198,0,0.04806275645438144
1199,0,0.21366408134404344
1200,0,0.26028002215112533
1201,0,0.40315877542172357
1202,0,0.13941758625678252
1203,0,0.16874084636762124
1204,0,0.10071822999768958
1205,1,0.6271005157968038
1206,1,0.9522714705961574
1207,1,0.7769185956852115
1208,0,0.4061455112025848
1209,0,0.2575951954487953
1210,0,0.10418574677418849
1211,0,0.14294022110870014
1212,0,0.1075970246711618
1213,0,0.2524703129314256
1214,1,0.607189796788386
1215,0,0.3310258063294356
1216,1,0.9364177416971802
1217,0,0.1181872887395402
1218,1,0.9790189203345045
1219,0,0.3653405661655926
1220,0,0.1530593563495833
1221,0,0.2460850788666617
1222,1,0.6300860696257624
1223,1,0.5222303967194704
1224,0,0.1402757878031493
1225,1,0.6960634529637314
1226,0,0.10420393573673681
1227,1,0.8301816808403376
1228,0,0.17945478727576566
1229,0,0.0804932123551838
1230,0,0.23531184874092786
1231,0,0.14027816053719008
1232,0,0.2646182843975469
1233,0,0.08827626535774412
1234,0,0.03697279789135508
1235,1,0.9693875897650748
1236,0,0.0673066093206205
1237,1,0.7298790558487976
1238,0,0.21389216679553427
1239,1,0.6385459442520001
1240,0,0.22679952856775337
1241,1,0.7858203987768191
1242,1,0.9348190579071546
1243,0,0.21807342102877011
1244,0,0.32585700956683195
1245,0,0.07738411600904375
1246,1,0.7403372031702635
1247,0,0.3303276625464759
1248,1,0.8860064774268211
1249,0,0.10084737125388357
1250,0,0.1302617641791765
1251,1,0.5400371483421695
1252,0,0.010807103655452052
1253,1,0.8228287212503121
1254,1,0.7858203987768191
1255,0,0.1045396663057754
1256,1,0.9893831225279046
1257,0,0.3742986025490381
1258,0,0.10527072632267324
1259,1,0.7161943844056534
1260,1,0.8835364504083845
1261,0,0.2632963820348388
1262,0,0.18429769610137228
1263,1,0.9738451537578021
1264,0,0.311719192244492
1265,0,0.12380366887894223
1266,1,0.9412744843191991
1267,1,0.956407205056632
1268,1,0.5146437348253503
1269,0,0.24478377788655847
1270,0,0.31511842350079905
1271,0,0.05185069127010992
1272,0,0.1302617641791765
1273,0,0.1388071201166258
1274,1,0.6431929899788957
1275,1,0.6372647927426932
1276,0,0.20181073441174696
1277,1,0.7645425190450509
1278,0,0.11479037031128075
1279,0,0.080902712719836
1280,0,0.16194613480747205
1281,0,0.07454602861741219
1282,1,0.6439158502079425
1283,1,0.87594994148906
1284,0,0.1411131876447572
1285,0,0.11127175161592484
1286,0,0.03383926386139802
1287,1,0.952696161776453
1288,0,0.14737082777274116
1289,1,0.9884938465466783
1290,0,0.12239866401512331
1291,0,0.11837216703748166
1292,1,0.9763911534313215
1293,0,0.11285922136773187
1294,1,0.9460197494102358
1295,0,0.4937950086043822
1296,0,0.39489663532651553
1297,0,0.4792717132215792
1298,0,0.17293186274409242
1299,1,0.5170369765923766
1300,1,0.6999997683500058
1301,1,0.7357441088021909
1302,1,0.7000284923738764
1303,1,0.8731444215056214
1304,1,0.6359311072530035
1305,0,0.1009199449739243
1306,1,0.9610618878539474
1307,0,0.07089422798219554
1308,0,0.1009199449739243
1309,0,0.0984915457292697
